VALUE,BPS_CODE,BPS_NAME,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,R,G,B,RED,GREEN,BLUE
1263,11060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,100,-9999,-9999,137,68,80,0.537255,0.266667,0.313725
1264,11170,Southern Rocky Mountain Ponderosa Pine Savanna,4,-9999,96,255,85,0,1,0.333333,0
1265,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1266,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
1267,11390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,100,-9999,-9999,171,205,102,0.670588,0.803922,0.4
1268,11400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,100,-9999,-9999,167,205,195,0.654902,0.803922,0.764706
1269,11410,Northwestern Great Plains Mixedgrass Prairie,100,-9999,-9999,215,255,232,0.843137,1,0.909804
1270,11450,Rocky Mountain Subalpine-Montane Mesic Meadow,100,-9999,-9999,0,197,255,0,0.772549,1
1271,11480,Western Great Plains Sand Prairie,100,-9999,-9999,245,218,169,0.960784,0.854902,0.662745
1272,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
1273,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1274,11590,Rocky Mountain Montane Riparian Systems,54,46,-9999,123,124,93,0.482353,0.486275,0.364706
1275,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,50,50,-9999,49,165,167,0.192157,0.647059,0.654902
1276,11620,Western Great Plains Floodplain Systems,46,34,20,102,153,205,0.4,0.6,0.803922
1277,11660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,9,17,74,214,112,0,0.839216,0.439216,0
1278,11791,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,6,7,87,189,106,64,0.741176,0.415686,0.25098
1279,11792,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,4,-9999,96,255,175,135,1,0.686275,0.529412
1280,13850,Western Great Plains Wooded Draw and Ravine,26,50,24,168,168,0,0.658824,0.658824,0
1281,10070,Western Great Plains Sparsely Vegetated Systems,-9999,-9999,-9999,255,235,190,1,0.921569,0.745098
1282,10850,Northwestern Great Plains Shrubland,100,-9999,-9999,168,0,132,0.658824,0,0.517647
1283,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1284,11410,Northwestern Great Plains Mixedgrass Prairie,100,-9999,-9999,215,255,232,0.843137,1,0.909804
1285,11480,Western Great Plains Sand Prairie,100,-9999,-9999,245,218,169,0.960784,0.854902,0.662745
1286,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1287,11620,Western Great Plains Floodplain Systems,46,34,20,102,153,205,0.4,0.6,0.803922
1288,11791,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,6,7,87,189,106,64,0.741176,0.415686,0.25098
1289,11792,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,4,-9999,96,255,175,135,1,0.686275,0.529412
1290,13850,Western Great Plains Wooded Draw and Ravine,26,50,24,168,168,0,0.658824,0.658824,0
1291,14820,Great Plains Prairie Pothole,100,-9999,-9999,156,100,163,0.611765,0.392157,0.639216
1292,14950,Western Great Plains Depressional Wetland Systems,100,-9999,-9999,104,0,156,0.407843,0,0.611765
1293,13300,Southern Coastal Plain Dry Upland Hardwood Forest,4,7,89,245,231,186,0.960784,0.905882,0.729412
1294,13350,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,4,7,89,230,205,156,0.901961,0.803922,0.611765
1295,13430,Atlantic Coastal Plain Mesic Hardwood Forest,9,22,69,168,112,0,0.658824,0.439216,0
1296,13460,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,3,1,96,78,156,26,0.305882,0.611765,0.101961
1297,13470,Atlantic Coastal Plain Upland Longleaf Pine Woodland,3,1,96,135,186,24,0.529412,0.729412,0.094118
1298,13490,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,3,1,96,152,176,0,0.596078,0.690196,0
1299,13560,Florida Longleaf Pine Sandhill,1,1,98,76,186,10,0.298039,0.729412,0.039216
1300,13570,Southern Coastal Plain Mesic Slope Forest,9,22,69,191,151,71,0.74902,0.592157,0.278431
1301,13800,East Gulf Coastal Plain Maritime Forest,23,2,75,214,130,255,0.839216,0.509804,1
1302,13820,Southern Atlantic Coastal Plain Maritime Forest,17,1,82,186,130,255,0.729412,0.509804,1
1303,13870,Florida Peninsula Inland Scrub,97,3,-9999,255,200,0,1,0.784314,0
1304,14500,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,3,1,96,209,255,179,0.819608,1,0.701961
1305,14530,Central Florida Pine Flatwoods,3,1,96,150,245,103,0.588235,0.960784,0.403922
1306,14540,East Gulf Coastal Plain Near-Coast Pine Flatwoods,3,1,96,149,227,118,0.584314,0.890196,0.462745
1307,14600,Southern Coastal Plain Nonriverine Cypress Dome,7,-9999,93,168,10,0,0.658824,0.039216,0
1308,14610,Southern Coastal Plain Seepage Swamp and Baygall,55,45,-9999,190,232,255,0.745098,0.909804,1
1309,14680,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,14,35,51,68,79,145,0.266667,0.309804,0.568627
1310,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,47,-9999,53,102,119,205,0.4,0.466667,0.803922
1311,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
1312,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1313,14850,East Gulf Coastal Plain Savanna and Wet Prairie,2,1,97,255,217,120,1,0.85098,0.470588
1314,14890,Floridian Highlands Freshwater Marsh,93,7,-9999,240,255,94,0.941176,1,0.368627
1315,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,98,2,-9999,255,235,0,1,0.921569,0
1316,13300,Southern Coastal Plain Dry Upland Hardwood Forest,4,7,89,245,231,186,0.960784,0.905882,0.729412
1317,13330,South Florida Hardwood Hammock,69,31,-9999,128,121,0,0.501961,0.47451,0
1318,13360,Southwest Florida Coastal Strand and Maritime Hammock,-9999,2,98,247,115,255,0.968627,0.45098,1
1319,13370,Southeast Florida Coastal Strand and Maritime Hammock,-9999,6,94,228,94,255,0.894118,0.368627,1
1320,13560,Florida Longleaf Pine Sandhill,1,1,98,76,186,10,0.298039,0.729412,0.039216
1321,13600,South Florida Pine Rockland,1,2,97,214,170,102,0.839216,0.666667,0.4
1322,13870,Florida Peninsula Inland Scrub,97,3,-9999,255,200,0,1,0.784314,0
1323,14250,Florida Dry Prairie,85,5,10,255,214,214,1,0.839216,0.839216
1324,14450,South Florida Dwarf Cypress Savanna,17,27,56,224,0,123,0.878431,0,0.482353
1325,14460,South Florida Pine Flatwoods,6,1,93,162,230,140,0.635294,0.901961,0.54902
1326,14470,South Florida Cypress Dome,7,-9999,93,200,10,0,0.784314,0.039216,0
1327,14530,Central Florida Pine Flatwoods,3,1,96,150,245,103,0.588235,0.960784,0.403922
1328,14540,East Gulf Coastal Plain Near-Coast Pine Flatwoods,3,1,96,149,227,118,0.584314,0.890196,0.462745
1329,14600,Southern Coastal Plain Nonriverine Cypress Dome,7,-9999,93,168,10,0,0.658824,0.039216,0
1330,14610,Southern Coastal Plain Seepage Swamp and Baygall,55,45,-9999,190,232,255,0.745098,0.909804,1
1331,14700,Caribbean Coastal Wetland Systems,74,26,-9999,0,217,255,0,0.85098,1
1332,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
1333,14780,Caribbean Swamp Systems,100,-9999,-9999,92,237,201,0.360784,0.929412,0.788235
1334,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1335,14830,South Florida Everglades Sawgrass Marsh,96,-9999,4,212,255,237,0.831373,1,0.929412
1336,14890,Floridian Highlands Freshwater Marsh,93,7,-9999,240,255,94,0.941176,1,0.368627
1337,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,98,2,-9999,255,235,0,1,0.921569,0
1338,10040,North American Warm Desert Sparsely Vegetated Systems,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1339,10160,Colorado Plateau Pinyon-Juniper Woodland,29,65,6,205,170,102,0.803922,0.666667,0.4
1340,10230,Madrean Encinal,18,13,69,0,167,132,0,0.654902,0.517647
1341,10240,Madrean Lower Montane Pine-Oak Forest and Woodland,12,23,65,167,189,30,0.654902,0.741176,0.117647
1342,10250,Madrean Pinyon-Juniper Woodland,34,22,44,160,106,31,0.627451,0.415686,0.121569
1343,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,12,14,74,190,210,255,0.745098,0.823529,1
1344,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,18,37,45,115,149,230,0.45098,0.584314,0.901961
1345,10540,Southern Rocky Mountain Ponderosa Pine Woodland,2,9,89,168,56,0,0.658824,0.219608,0
1346,10590,Southern Rocky Mountain Pinyon-Juniper Woodland,24,23,53,183,138,46,0.717647,0.541176,0.180392
1347,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,28,61,11,230,230,0,0.901961,0.901961,0
1348,10740,Chihuahuan Creosotebush Desert Scrub,-9999,-9999,-9999,223,115,255,0.87451,0.45098,1
1349,10750,Chihuahuan Mixed Salt Desert Scrub,53,47,-9999,244,191,0,0.956863,0.74902,0
1350,10770,Chihuahuan Succulent Desert Scrub,100,-9999,-9999,232,127,105,0.909804,0.498039,0.411765
1352,10870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,100,-9999,-9999,52,154,184,0.203922,0.603922,0.721569
1353,10880,Sonora-Mojave Mixed Salt Desert Scrub,-9999,-9999,-9999,245,222,110,0.960784,0.870588,0.431373
1354,10910,Sonoran Mid-Elevation Desert Scrub,100,-9999,-9999,176,6,99,0.690196,0.023529,0.388235
1355,10940,Western Great Plains Sandhill Steppe,100,-9999,-9999,169,0,230,0.662745,0,0.901961
1356,11002,Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,100,-9999,-9999,245,162,122,0.960784,0.635294,0.478431
1357,11003,Chihuahuan Mixed Desert and Thorn Scrub-Steppe,-9999,-9999,-9999,205,137,102,0.803922,0.537255,0.4
1358,11010,Madrean Oriental Chaparral,40,-9999,60,116,212,180,0.454902,0.831373,0.705882
1359,11040,Mogollon Chaparral,100,-9999,-9999,173,250,211,0.678431,0.980392,0.827451
1360,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,77,23,-9999,115,255,223,0.45098,1,0.87451
1361,11080,Sonora-Mojave Semi-Desert Chaparral,100,-9999,-9999,255,197,173,1,0.772549,0.678431
1362,11090,Sonoran Paloverde-Mixed Cacti Desert Scrub,100,-9999,-9999,233,214,245,0.913725,0.839216,0.960784
1363,11160,Madrean Juniper Savanna,34,22,44,207,157,143,0.811765,0.615686,0.560784
1364,11190,Southern Rocky Mountain Juniper Woodland and Savanna,5,12,83,135,86,20,0.529412,0.337255,0.078431
1365,11210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,-9999,100,-9999,255,221,216,1,0.866667,0.847059
1366,11220,Chihuahuan Gypsophilous Grassland and Steppe,100,-9999,-9999,145,230,0,0.568627,0.901961,0
1367,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
1368,11330,Chihuahuan Sandy Plains Semi-Desert Grassland,100,-9999,-9999,229,221,133,0.898039,0.866667,0.521569
1369,11350,Inter-Mountain Basins Semi-Desert Grassland,98,2,-9999,185,174,211,0.72549,0.682353,0.827451
1370,11460,Southern Rocky Mountain Montane-Subalpine Grassland,52,-9999,48,167,205,178,0.654902,0.803922,0.698039
1371,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
1372,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1373,11550,North American Warm Desert Riparian Systems,100,-9999,-9999,123,160,117,0.482353,0.627451,0.458824
1374,11590,Rocky Mountain Montane Riparian Systems,23,-9999,77,123,124,93,0.482353,0.486275,0.364706
1375,15030,Chihuahuan Loamy Plains Desert Grassland,100,-9999,-9999,199,215,158,0.780392,0.843137,0.619608
1376,15040,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,100,-9999,-9999,166,179,130,0.65098,0.701961,0.509804
1377,10040,North American Warm Desert Sparsely Vegetated Systems,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1378,10240,Madrean Lower Montane Pine-Oak Forest and Woodland,30,20,50,167,189,30,0.654902,0.741176,0.117647
1379,10250,Madrean Pinyon-Juniper Woodland,34,22,44,160,106,31,0.627451,0.415686,0.121569
1380,10540,Southern Rocky Mountain Ponderosa Pine Woodland,12,9,79,168,56,0,0.658824,0.219608,0
1381,10590,Southern Rocky Mountain Pinyon-Juniper Woodland,36,33,31,183,138,46,0.717647,0.541176,0.180392
1382,10740,Chihuahuan Creosotebush Desert Scrub,-9999,-9999,-9999,223,115,255,0.87451,0.45098,1
1383,10750,Chihuahuan Mixed Salt Desert Scrub,100,-9999,-9999,244,191,0,0.956863,0.74902,0
1384,10760,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,-9999,-9999,-9999,229,69,99,0.898039,0.270588,0.388235
1385,10770,Chihuahuan Succulent Desert Scrub,100,-9999,-9999,232,127,105,0.909804,0.498039,0.411765
1386,10860,Rocky Mountain Lower Montane-Foothill Shrubland,100,-9999,-9999,137,68,101,0.537255,0.266667,0.396078
1387,10940,Western Great Plains Sandhill Steppe,100,-9999,-9999,169,0,230,0.662745,0,0.901961
1388,10950,Apacherian-Chihuahuan Mesquite Upland Scrub,52,-9999,48,255,56,132,1,0.219608,0.517647
1389,11000,Chihuahuan Mixed Desert and Thorn Scrub,-9999,-9999,-9999,245,162,122,0.960784,0.635294,0.478431
1390,11010,Madrean Oriental Chaparral,40,-9999,60,116,212,180,0.454902,0.831373,0.705882
1391,11110,Western Great Plains Mesquite Woodland and Shrubland,51,-9999,49,156,40,156,0.611765,0.156863,0.611765
1392,11160,Madrean Juniper Savanna,41,37,22,207,157,143,0.811765,0.615686,0.560784
1393,11190,Southern Rocky Mountain Juniper Woodland and Savanna,36,33,31,135,86,20,0.529412,0.337255,0.078431
1394,11210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,71,29,-9999,255,221,216,1,0.866667,0.847059
1395,11220,Chihuahuan Gypsophilous Grassland and Steppe,-9999,-9999,-9999,145,230,0,0.568627,0.901961,0
1396,11460,Southern Rocky Mountain Montane-Subalpine Grassland,-9999,-9999,-9999,167,205,178,0.654902,0.803922,0.698039
1397,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
1398,11550,North American Warm Desert Riparian Systems,-9999,-9999,-9999,123,160,117,0.482353,0.627451,0.458824
1399,11590,Rocky Mountain Montane Riparian Systems,23,-9999,77,123,124,93,0.482353,0.486275,0.364706
1400,13930,Edwards Plateau Limestone Shrubland,55,-9999,45,255,203,125,1,0.796078,0.490196
1401,14951,Western Great Plains Depressional Wetland Systems-Playa,100,-9999,-9999,104,0,156,0.407843,0,0.611765
1402,15030,Chihuahuan Loamy Plains Desert Grassland,100,-9999,-9999,199,215,158,0.780392,0.843137,0.619608
1403,15041,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,100,-9999,-9999,166,179,130,0.65098,0.701961,0.509804
1404,15042,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,84,-9999,16,100,150,75,0.392157,0.588235,0.294118
1405,10540,Southern Rocky Mountain Ponderosa Pine Woodland,5,15,80,168,56,0,0.658824,0.219608,0
1406,10590,Southern Rocky Mountain Pinyon-Juniper Woodland,42,34,24,183,138,46,0.717647,0.541176,0.180392
1407,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,190,232,1,0.745098,0.909804
1408,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1409,10860,Rocky Mountain Lower Montane-Foothill Shrubland,100,-9999,-9999,137,68,101,0.537255,0.266667,0.396078
1410,10940,Western Great Plains Sandhill Steppe,100,-9999,-9999,169,0,230,0.662745,0,0.901961
1411,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,100,-9999,-9999,115,255,223,0.45098,1,0.87451
1412,11110,Western Great Plains Mesquite Woodland and Shrubland,56,-9999,44,156,40,156,0.611765,0.156863,0.611765
1413,11170,Southern Rocky Mountain Ponderosa Pine Savanna,4,-9999,96,255,85,0,1,0.333333,0
1414,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
1415,11320,Central Mixedgrass Prairie,100,-9999,-9999,112,168,112,0.439216,0.658824,0.439216
1416,11470,Western Great Plains Foothill and Piedmont Grassland,100,-9999,-9999,137,205,102,0.537255,0.803922,0.4
1417,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
1418,11590,Rocky Mountain Montane Riparian Systems,23,-9999,77,123,124,93,0.482353,0.486275,0.364706
1419,11620,Western Great Plains Floodplain Systems,-9999,100,-9999,102,153,205,0.4,0.6,0.803922
1420,13410,Northwestern Great Plains Canyon,-9999,-9999,-9999,196,178,156,0.768627,0.698039,0.611765
1421,14950,Western Great Plains Depressional Wetland Systems,100,-9999,-9999,104,0,156,0.407843,0,0.611765
1422,10070,Western Great Plains Sparsely Vegetated Systems,-9999,-9999,-9999,255,235,190,1,0.921569,0.745098
1423,10940,Western Great Plains Sandhill Steppe,100,-9999,-9999,169,0,230,0.662745,0,0.901961
1424,11110,Western Great Plains Mesquite Woodland and Shrubland,51,-9999,49,156,40,156,0.611765,0.156863,0.611765
1425,11190,Southern Rocky Mountain Juniper Woodland and Savanna,45,11,44,135,86,20,0.529412,0.337255,0.078431
1426,11320,Central Mixedgrass Prairie,65,12,23,112,168,112,0.439216,0.658824,0.439216
1427,11480,Western Great Plains Sand Prairie,100,-9999,-9999,245,218,169,0.960784,0.854902,0.662745
1428,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
1429,11620,Western Great Plains Floodplain Systems,100,-9999,-9999,102,153,205,0.4,0.6,0.803922
1430,13930,Edwards Plateau Limestone Shrubland,55,-9999,45,255,203,125,1,0.796078,0.490196
1431,14951,Western Great Plains Depressional Wetland Systems-Playa,100,-9999,-9999,104,0,156,0.407843,0,0.611765
1432,14952,Western Great Plains Depressional Wetland Systems-Saline,100,-9999,-9999,82,0,201,0.321569,0,0.788235
1433,15041,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,100,-9999,-9999,166,179,130,0.65098,0.701961,0.509804
1434,15042,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,84,-9999,16,100,150,75,0.392157,0.588235,0.294118
1435,13230,West Gulf Coastal Plain Mesic Hardwood Forest,7,19,74,181,158,143,0.709804,0.619608,0.560784
1436,13390,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,21,-9999,79,219,69,223,0.858824,0.270588,0.87451
1437,13480,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,1,1,98,112,127,0,0.439216,0.498039,0
1438,13710,West Gulf Coastal Plain Pine-Hardwood Forest,4,7,89,100,168,0,0.392157,0.658824,0
1439,13780,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,3,1,96,209,217,0,0.819608,0.85098,0
1440,14220,Southern Blackland Tallgrass Prairie,91,2,7,255,127,127,1,0.498039,0.498039
1441,14280,West Gulf Coastal Plain Northern Calcareous Prairie,1,52,47,255,0,110,1,0,0.431373
1442,14290,West Gulf Coastal Plain Southern Calcareous Prairie,86,-9999,14,255,36,158,1,0.141176,0.619608
1443,14340,Texas-Louisiana Coastal Prairie,95,5,-9999,219,163,223,0.858824,0.639216,0.87451
1444,14510,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,2,1,97,68,242,0,0.266667,0.94902,0
1445,14580,West Gulf Coastal Plain Pine-Hardwood Flatwoods,3,4,93,99,235,97,0.388235,0.921569,0.380392
1446,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,10,15,75,102,119,205,0.4,0.466667,0.803922
1447,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,8,26,66,171,185,235,0.670588,0.72549,0.921569
1448,14800,Gulf and Atlantic Coastal Plain Swamp Systems,40,-9999,60,102,212,179,0.4,0.831373,0.701961
1449,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,100,-9999,-9999,255,235,0,1,0.921569,0
1450,15060,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,9,21,70,38,115,0,0.14902,0.45098,0
1451,15190,East-Central Texas Plains Post Oak Savanna and Woodland,8,8,84,207,148,10,0.811765,0.580392,0.039216
1452,13350,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,4,7,89,230,205,156,0.901961,0.803922,0.611765
1453,13430,Atlantic Coastal Plain Mesic Hardwood Forest,8,9,83,168,112,0,0.658824,0.439216,0
1454,13460,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,3,1,96,78,156,26,0.305882,0.611765,0.101961
1455,13470,Atlantic Coastal Plain Upland Longleaf Pine Woodland,3,1,96,135,186,24,0.529412,0.729412,0.094118
1456,13570,Southern Coastal Plain Mesic Slope Forest,9,22,69,191,151,71,0.74902,0.592157,0.278431
1457,13610,Central Atlantic Coastal Plain Maritime Forest,14,42,44,237,0,229,0.929412,0,0.898039
1458,13820,Southern Atlantic Coastal Plain Maritime Forest,17,1,82,186,130,255,0.729412,0.509804,1
1459,14260,Southern Atlantic Coastal Plain Dune and Maritime Grassland,63,37,-9999,100,0,70,0.392157,0,0.27451
1460,14490,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,3,2,95,143,237,41,0.560784,0.929412,0.160784
1461,14500,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,3,1,96,209,255,179,0.819608,1,0.701961
1462,14520,Atlantic Coastal Plain Peatland Pocosin and Canebrake,53,47,-9999,255,125,0,1,0.490196,0
1463,14590,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,21,3,76,255,232,79,1,0.909804,0.309804
1464,14680,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,14,35,51,68,79,145,0.266667,0.309804,0.568627
1465,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,47,-9999,53,102,119,205,0.4,0.466667,0.803922
1466,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
1467,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
1468,14900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,98,2,-9999,255,235,0,1,0.921569,0
1469,15010,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,82,18,-9999,99,214,255,0.388235,0.839216,1
1470,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
1471,10070,Western Great Plains Sparsely Vegetated Systems,-9999,-9999,-9999,255,235,190,1,0.921569,0.745098
1472,10110,Rocky Mountain Aspen Forest and Woodland,79,7,14,255,255,115,1,1,0.45098
1473,10120,Rocky Mountain Bigtooth Maple Ravine Woodland,38,62,-9999,255,211,127,1,0.827451,0.498039
1474,10240,Madrean Lower Montane Pine-Oak Forest and Woodland,12,23,65,167,189,30,0.654902,0.741176,0.117647
1475,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,7,34,59,190,210,255,0.745098,0.823529,1
1476,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,15,37,48,115,149,230,0.45098,0.584314,0.901961
1477,10541,Southern Rocky Mountain Ponderosa Pine Woodland-South,3,-9999,97,168,56,0,0.658824,0.219608,0
1478,10542,Southern Rocky Mountain Ponderosa Pine Woodland-North,5,15,80,148,26,54,0.580392,0.101961,0.211765
1479,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,69,31,-9999,211,255,190,0.827451,1,0.745098
1480,10590,Southern Rocky Mountain Pinyon-Juniper Woodland,42,34,24,183,138,46,0.717647,0.541176,0.180392
1481,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,37,40,23,230,230,0,0.901961,0.901961,0
1482,10640,Colorado Plateau Mixed Low Sagebrush Shrubland,33,67,-9999,158,170,215,0.619608,0.666667,0.843137
1485,10860,Rocky Mountain Lower Montane-Foothill Shrubland,100,-9999,-9999,137,68,101,0.537255,0.266667,0.396078
1486,10940,Western Great Plains Sandhill Steppe,100,-9999,-9999,169,0,230,0.662745,0,0.901961
1487,10950,Apacherian-Chihuahuan Mesquite Upland Scrub,52,-9999,48,255,56,132,1,0.219608,0.517647
1488,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,100,-9999,-9999,115,255,223,0.45098,1,0.87451
1489,11110,Western Great Plains Mesquite Woodland and Shrubland,56,-9999,44,156,40,156,0.611765,0.156863,0.611765
1490,11171,Southern Rocky Mountain Ponderosa Pine Savanna-South,2,-9999,98,255,85,0,1,0.333333,0
1491,11172,Southern Rocky Mountain Ponderosa Pine Savanna-North,4,-9999,96,237,125,33,0.929412,0.490196,0.129412
1492,11190,Southern Rocky Mountain Juniper Woodland and Savanna,5,12,83,135,86,20,0.529412,0.337255,0.078431
1493,11210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,100,-9999,-9999,255,221,216,1,0.866667,0.847059
1494,11220,Chihuahuan Gypsophilous Grassland and Steppe,-9999,-9999,-9999,145,230,0,0.568627,0.901961,0
1495,11460,Southern Rocky Mountain Montane-Subalpine Grassland,100,-9999,-9999,167,205,178,0.654902,0.803922,0.698039
1496,11470,Western Great Plains Foothill and Piedmont Grassland,100,-9999,-9999,137,205,102,0.537255,0.803922,0.4
1497,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
1498,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1499,11590,Rocky Mountain Montane Riparian Systems,23,-9999,77,123,124,93,0.482353,0.486275,0.364706
1500,11620,Western Great Plains Floodplain Systems,-9999,100,-9999,102,153,205,0.4,0.6,0.803922
1501,14950,Western Great Plains Depressional Wetland Systems,100,-9999,-9999,104,0,156,0.407843,0,0.611765
1502,15030,Chihuahuan Loamy Plains Desert Grassland,100,-9999,-9999,199,215,158,0.780392,0.843137,0.619608
1503,15040,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,100,-9999,-9999,166,179,130,0.65098,0.701961,0.509804
1504,13230,West Gulf Coastal Plain Mesic Hardwood Forest,7,19,74,181,158,143,0.709804,0.619608,0.560784
1505,13390,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,21,-9999,79,219,69,223,0.858824,0.270588,0.87451
